,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Number of Gears
3594,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS,X,14.4,9.7,12.3,288,6
3595,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS,X,14.3,9.7,12.2,287,6
3596,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS,X,12.3,9.3,10.9,256,6
3597,LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS,X,12.1,9.3,10.8,254,6
3598,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS,X,13.1,9.4,11.4,268,6
3599,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS,X,15.7,11.2,13.7,321,6
3600,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS,X,14.1,9.8,12.1,284,6
3601,LINCOLN,MKZ,MID-SIZE,2.0,4,AS,X,11.2,7.6,9.8,230,6
3602,LINCOLN,MKZ,MID-SIZE,3.0,6,AS,X,13.4,8.7,11.2,264,6
3603,LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS,X,11.8,8.4,10.2,239,6
3604,LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS,X,14.0,9.2,11.8,278,6
3605,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS,X,15.9,12.0,14.2,333,6
3606,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS,X,16.1,12.4,14.5,339,6
3607,MASERATI,GHIBLI,MID-SIZE,3.0,6,AS,Z,14.1,9.8,12.4,286,8
3608,MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS,Z,14.7,10.0,12.4,293,8
3609,MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6,AS,Z,14.7,9.9,12.6,295,8
3610,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS,Z,18.2,11.4,15.1,355,6
3611,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS,Z,18.2,11.6,15.2,358,6
3612,MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS,Z,16.8,11.9,14.7,340,8
3613,MASERATI,LEVANTE S,SUV - STANDARD,3.0,6,AS,Z,16.8,12.4,14.7,346,8
3614,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS,Z,16.1,10.8,13.8,321,8
3615,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS,Z,14.9,10.3,13.1,300,8
3616,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS,Z,15.0,10.3,13.1,301,8
3617,MAZDA,CX-3,COMPACT,2.0,4,AS,X,8.2,6.9,7.6,179,6
3618,MAZDA,CX-3 4WD,COMPACT,2.0,4,AS,X,8.8,7.5,8.2,192,6
3619,MAZDA,CX-5,SUV - SMALL,2.0,4,M,X,9.4,7.4,8.5,199,6
3620,MAZDA,CX-5,SUV - SMALL,2.5,4,AS,X,9.8,7.7,8.6,204,6
3621,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS,X,10.2,8.3,9.2,221,6
3622,MAZDA,CX-9,SUV - SMALL,2.5,4,AS,X,10.6,8.4,9.6,225,6
3623,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS,X,11.5,8.9,10.4,242,6
3624,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS,X,8.4,6.4,7.5,176,6
3625,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M,X,8.5,6.2,7.5,175,6
3626,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M,X,8.5,6.2,7.5,175,6
3627,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS,X,8.8,6.6,7.8,182,6
3628,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS,X,8.5,6.4,7.6,176,6
3629,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M,X,9.3,6.9,8.2,194,6
3630,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS,X,8.4,6.4,7.5,174,6
3631,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M,X,8.6,6.4,7.6,178,6
3632,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS,X,9.0,6.7,7.8,183,6
3633,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.7,6.6,7.8,181,6
3634,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M,X,9.6,7.0,8.4,198,6
3635,MAZDA,MAZDA5,MINIVAN,2.5,4,AS,X,10.8,8.2,9.6,226,5
3636,MAZDA,MAZDA5,MINIVAN,2.5,4,M,X,11.1,8.3,9.8,230,6
3637,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS,X,9.1,6.7,8.0,187,6
3638,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.9,6.7,7.9,186,6
3639,MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M,X,9.8,6.9,8.4,196,6
3640,MAZDA,MX-5,TWO-SEATER,2.0,4,AS,Z,9.0,6.7,8.0,187,6
3641,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M,Z,8.9,7.1,8.1,190,6
3642,MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,AS,Z,13.4,9.6,11.7,273,7
3643,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,AS,Z,14.0,10.1,12.2,291,7
3644,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,AS,Z,13.8,10.1,12.1,285,7
3645,MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,AS,Z,13.4,9.6,11.7,273,7
3646,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,AS,Z,14.0,10.1,12.2,291,7
3647,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,AS,Z,13.8,10.1,12.1,285,7
3648,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS,Z,10.7,7.6,9.3,221,7
3651,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4,AS,Z,11.3,8.5,10.0,233,7
3652,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A,Z,17.4,11.1,14.6,353,9
3653,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A,Z,13.6,10.1,12.0,281,9
3654,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A,Z,13.6,10.2,12.0,281,9
3655,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS,Z,17.3,13.5,15.6,363,7
3656,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS,Z,17.2,12.8,15.2,363,7
3657,MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS,Z,18.2,14.0,16.3,369,7
3658,MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AS,Z,14.5,10.8,12.8,303,7
3659,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AS,Z,14.5,10.8,12.8,303,7
3660,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS,Z,15.7,10.1,13.2,313,7
3661,MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS,Z,16.4,10.6,13.8,322,7
3662,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS,Z,15.3,10.2,13.0,305,7
3663,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS,Z,17.6,10.9,14.6,349,7
3664,MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6.0,12,AS,Z,17.1,11.0,14.3,348,7
3665,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS,Z,18.7,11.6,15.5,365,7
3666,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS,Z,17.6,10.8,14.5,340,7
3667,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A,Z,11.6,8.2,10.1,234,9
3668,MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,AS,Z,9.7,6.6,8.3,179,7
3669,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A,Z,10.8,8.0,9.5,222,9
3670,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4,AS,Z,10.4,8.0,9.3,218,7
3671,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS,Z,9.6,6.4,8.1,190,7
3672,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,A,Z,13.6,9.4,11.7,275,9
3673,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A,Z,10.8,8.1,9.5,246,9
3674,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,A,Z,11.8,8.6,10.4,245,9
3675,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,A,Z,12.4,9.3,11.0,259,9
3676,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,AS,Z,11.8,8.4,10.2,239,7
3677,MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,AS,Z,19.0,16.6,17.9,401,7
3678,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,Z,10.3,7.6,9.1,212,7
3679,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,E,13.6,10.0,12.0,128,7
3680,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A,Z,11.1,8.5,10.0,233,9
3681,MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A,Z,13.1,10.1,11.7,276,9
3682,MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A,Z,15.3,11.3,13.5,318,9
3683,MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A,Z,14.4,11.4,13.0,306,9
3684,MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A,Z,16.7,12.9,15.0,347,9
3685,MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS,Z,18.2,11.0,15.0,359,7
3686,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS,Z,11.1,9.1,10.2,240,7
3687,MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4,AS,Z,11.5,9.3,10.5,248,7
3688,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,A,Z,14.3,9.2,12.0,280,9
3689,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,A,Z,14.3,9.2,12.0,280,9
3690,MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,A,Z,13.9,9.3,11.8,276,9
3691,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,A,Z,14.1,9.3,11.9,278,9
3692,MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS,Z,17.5,10.8,14.5,350,7
3693,MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A,Z,11.5,8.4,10.1,237,9
3694,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A,Z,13.6,9.5,11.7,275,9
3695,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A,Z,9.5,7.2,8.5,200,9
3696,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,184,6
3697,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M,Z,8.5,6.2,7.5,175,6
3698,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,184,6
3699,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M,Z,8.5,6.3,7.5,175,6
3700,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,AS,Z,9.5,7.2,8.4,197,6
3701,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M,Z,9.6,7.0,8.4,197,6
3702,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS,Z,10.2,7.8,9.1,213,8
3703,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M,Z,10.6,7.4,9.1,214,6
3704,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,184,6
3705,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M,Z,8.5,6.3,7.5,175,6
3706,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,AS,Z,9.5,7.2,8.4,197,6
3707,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,M,Z,9.6,7.0,8.4,197,6
3708,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,AS,Z,10.3,7.9,9.2,215,8
3709,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,M,Z,10.6,7.4,9.1,214,6
3710,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,196,6
3711,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6
3712,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,196,6
3713,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6
3714,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS,Z,10.0,7.2,8.7,205,8
3715,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,M,Z,10.8,7.7,9.4,220,6
3716,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,AS,Z,10.2,7.4,9.0,210,8
3717,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,M,Z,11.4,7.8,9.7,227,6
3718,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS,Z,9.4,7.2,8.4,196,6
3719,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6
3720,MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,AS,Z,10.5,7.4,9.1,213,8
3721,MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,M,Z,11.3,7.7,9.7,227,6
3722,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,196,6
3723,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6
3724,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,AS,Z,10.2,7.4,9.0,210,8
3725,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,M,Z,11.4,7.8,9.7,227,6
3726,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,AS,Z,9.4,7.2,8.4,196,6
3727,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,M,Z,10.8,7.7,9.4,220,6
3728,MITSUBISHI,LANCER,COMPACT,2.0,4,AV,X,8.7,6.9,7.9,183,6
3729,MITSUBISHI,LANCER,COMPACT,2.0,4,M,X,9.7,7.1,8.5,200,5
3730,MITSUBISHI,LANCER,COMPACT,2.4,4,AV,X,9.9,7.7,8.9,206,6
3731,MITSUBISHI,LANCER,COMPACT,2.4,4,M,X,10.5,7.8,9.3,218,5
3732,MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV,X,10.2,7.9,9.2,212,6
3733,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV,X,9.3,7.2,8.4,194,6
3734,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M,X,9.9,7.3,8.7,205,5
3735,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M,X,7.1,5.8,6.5,150,5
3736,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M,X,7.2,5.9,6.6,155,5
3737,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV,X,9.2,7.5,8.4,197,6
3738,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV,X,9.8,8.1,9.0,211,6
3739,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS,Z,11.9,8.5,10.4,242,6
3740,MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV,X,9.7,7.8,8.8,204,6
3741,MITSUBISHI,RVR,SUV - SMALL,2.0,4,M,X,10.3,8.2,9.3,216,5
3742,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV,X,10.1,8.2,9.2,213,6
3743,NISSAN,370Z,TWO-SEATER,3.7,6,AS,Z,12.6,9.3,11.1,261,7
3744,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS,Z,13.0,9.7,11.5,270,7
3745,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.6,7.3,9.1,214,7
3746,NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV,X,8.8,6.5,7.8,183,7
3747,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS,X,17.5,12.9,15.4,362,7
3748,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A,X,13.5,10.5,12.2,286,5
3749,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,10.4,11.4,268,5
3750,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A,X,14.8,10.6,12.9,304,5
3751,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A,X,15.8,11.5,13.8,326,5
3752,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M,X,15.1,11.5,13.5,317,6
3753,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM,Z,14.5,10.7,12.8,300,6
3754,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.5,7.5,8.0,189,7
3755,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M,Z,8.6,7.2,8.0,188,6
3756,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.0,7.8,8.4,199,7
3757,NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M,Z,9.0,7.6,8.4,197,6
3758,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.5,8.3,8.9,209,8
3759,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,11.1,7.8,9.6,225,7
3760,NISSAN,MICRA,COMPACT,1.6,4,A,X,8.9,6.8,7.9,186,4
3761,NISSAN,MICRA,COMPACT,1.6,4,M,X,8.7,6.8,7.9,185,5
3762,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV,X,11.0,8.3,9.8,230,7
3763,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV,X,11.2,8.4,9.9,232,7
3764,NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M,X,10.0,8.1,9.2,216,6
3765,NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV,Z,8.9,7.3,8.2,193,7
3766,NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M,Z,9.1,7.3,8.3,195,6
3767,NISSAN,SENTRA,MID-SIZE,1.8,4,M,X,9.0,6.8,8.0,187,6
3768,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV,Z,9.4,7.8,8.7,205,7
3769,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M,Z,9.5,7.6,8.7,204,6
3770,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS,X,15.0,11.2,13.3,312,7
3771,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS,X,15.2,11.1,13.4,315,7
3772,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS,X,16.0,12.0,14.2,333,7
3773,NISSAN,VERSA,MID-SIZE,1.6,4,M,X,8.6,6.6,7.7,180,5
3774,PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM,Z,10.6,8.0,9.4,221,7
3775,PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M,Z,11.8,8.1,10.1,237,7
3776,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,AM,Z,10.8,8.3,9.7,227,7
3777,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.0,8.2,10.3,241,7
3778,PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM,Z,10.8,8.3,9.7,226,7
3779,PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,M,Z,12.1,8.3,10.4,242,7
3780,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM,Z,10.8,8.4,9.7,228,7
3781,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.1,8.3,10.4,243,7
3782,PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM,Z,10.7,8.3,9.6,225,7
3783,PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,M,Z,12.1,8.3,10.4,242,7
3784,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,AM,Z,11.0,8.4,9.8,230,7
3785,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,246,7
3786,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,AM,Z,11.0,8.5,9.9,232,7
3787,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,M,Z,12.1,8.4,10.4,243,7
3788,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,AM,Z,10.9,8.5,9.9,231,7
3789,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,246,7
3790,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,AM,Z,10.9,8.4,9.8,228,7
3791,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,246,7
3792,PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,AM,Z,11.1,8.6,10.0,233,7
3793,PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,M,Z,12.2,8.5,10.5,246,7
3794,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,266,7
3795,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,267,7
3796,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,266,7
3797,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM,Z,12.6,9.9,11.4,267,7
3798,PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM,Z,10.5,8.0,9.4,219,7
3799,PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M,Z,11.0,8.3,9.8,229,6
3800,PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM,Z,11.0,8.4,9.9,230,7
3801,PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,M,Z,12.1,9.0,10.7,249,6
3802,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A,Z,12.9,9.7,11.5,268,8
3803,PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A,Z,13.6,10.2,12.1,281,8
3804,PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A,Z,13.9,9.6,12.0,281,8
3805,PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A,Z,14.5,10.4,12.6,296,8
3806,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A,Z,16.7,11.2,14.2,334,8
3807,PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM,Z,10.5,8.0,9.4,219,7
3808,PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M,Z,11.0,8.3,9.8,229,6
3809,PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM,Z,11.0,8.4,9.9,230,7
3810,PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M,Z,12.1,9.0,10.7,249,6
3811,PORSCHE,MACAN,SUV - SMALL,2.0,4,A,Z,11.6,9.3,10.6,248,7
3812,PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A,Z,13.8,10.3,12.3,287,7
3813,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,13.9,9.6,11.9,280,8
3814,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,19.7,13.8,17.0,283,8
3815,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A,X,17.0,12.0,14.8,346,6
3816,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A,X,15.7,11.0,13.6,319,8
3817,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A,D,11.8,8.6,10.4,278,8
3818,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,14.5,10.2,12.6,294,8
3819,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,20.7,14.7,18.0,300,8
3820,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A,X,17.5,12.7,15.4,361,6
3821,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A,X,16.1,11.5,14.0,328,8
3822,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A,D,12.3,8.8,10.8,289,8
3823,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A,X,11.2,8.3,9.9,232,9
3824,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS,Z,20.0,12.6,16.7,390,8
3825,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS,Z,20.0,12.6,16.7,390,8
3826,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS,Z,20.0,12.6,16.7,390,8
3827,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS,Z,20.7,12.7,17.1,400,8
3828,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS,Z,20.7,12.7,17.1,400,8
3829,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS,Z,20.7,12.7,17.1,400,8
3830,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS,Z,20.6,12.8,17.1,401,8
3831,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS,Z,19.0,12.5,16.1,375,8
3832,SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM,Z,7.0,6.3,6.7,152,6
3833,SUBARU,BRZ,MINICOMPACT,2.0,4,AS,Z,9.7,7.2,8.6,200,6
