,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Number of Gears
3651,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,A,X,10.6,7.6,9.3,218,6.0
3652,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,M,X,10.4,7.3,9.0,211,6.0
3653,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,A,X,10.8,7.8,9.5,222,9.0
3654,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,M,X,10.8,7.6,9.4,221,6.0
3655,JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.8,9.0,10.0,235,
3656,JEEP,PATRIOT,SUV - SMALL,2.0,4,M,X,10.3,7.9,9.3,216,5.0
3657,JEEP,PATRIOT,SUV - SMALL,2.4,4,A,X,11.3,8.7,10.1,238,6.0
3658,JEEP,PATRIOT,SUV - SMALL,2.4,4,M,X,10.2,8.3,9.3,219,5.0
3659,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A,X,11.7,9.2,10.6,249,6.0
3660,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,259,
3661,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M,X,10.6,8.7,9.8,230,5.0
3662,JEEP,RENEGADE,SUV - SMALL,1.4,4,M,X,9.9,7.7,8.9,209,6.0
3663,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A,X,10.8,7.8,9.5,222,9.0
3664,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A,E,14.4,10.2,12.5,206,9.0
3665,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M,X,9.9,7.7,8.9,211,6.0
3666,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A,X,11.2,8.2,9.8,230,9.0
3667,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M,X,14.2,11.0,12.8,298,6.0
3668,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A,X,14.7,11.7,13.4,313,5.0
3669,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M,X,15.0,11.4,13.3,312,6.0
3670,KIA,CADENZA,FULL-SIZE,3.3,6,AS,X,11.5,8.5,10.2,237,8.0
3671,KIA,FORTE (MPI),MID-SIZE,2.0,4,AS,X,7.9,6.3,7.2,170,6.0
3672,KIA,FORTE (GDI),MID-SIZE,2.0,4,AS,X,9.4,7.0,8.3,198,6.0
3673,KIA,FORTE,MID-SIZE,2.0,4,M,X,9.4,6.8,8.3,195,6.0
3674,KIA,FORTE 5,FULL-SIZE,1.6,4,AM,X,9.4,7.9,8.7,207,7.0
3675,KIA,FORTE 5,FULL-SIZE,2.0,4,AS,X,9.7,7.0,8.3,197,6.0
3676,KIA,FORTE 5,FULL-SIZE,2.0,4,M,X,9.8,7.3,8.7,204,6.0
3677,KIA,FORTE KOUP,COMPACT,1.6,4,AM,X,9.6,7.4,8.6,204,7.0
3678,KIA,FORTE KOUP,COMPACT,1.6,4,M,X,10.1,8.0,9.2,216,6.0
3679,KIA,FORTE KOUP,COMPACT,2.0,4,AS,X,9.6,7.3,8.6,203,6.0
3680,KIA,FORTE KOUP,COMPACT,2.0,4,M,X,9.9,7.6,8.8,209,6.0
3681,KIA,K900,FULL-SIZE,3.8,6,AS,X,13.8,9.3,11.8,279,8.0
3682,KIA,K900,FULL-SIZE,5.0,8,AS,Z,15.6,10.6,13.3,317,8.0
3683,KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM,X,4.6,5.1,4.8,114,6.0
3684,KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,AM,X,4.5,4.8,4.7,110,6.0
3685,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,AM,X,5.1,5.8,5.4,129,6.0
3686,KIA,OPTIMA,FULL-SIZE,2.4,4,AS,X,9.6,6.8,8.4,198,6.0
3687,KIA,OPTIMA FE,FULL-SIZE,2.4,4,AS,X,9.3,6.6,8.0,190,6.0
3688,KIA,OPTIMA TURBO,FULL-SIZE,2.0,4,AS,X,10.9,7.6,9.4,224,6.0
3689,KIA,OPTIMA HYBRID,MID-SIZE,2.0,4,AS,X,6.0,5.1,5.6,132,6.0
3690,KIA,RIO,COMPACT,1.6,4,AS,X,8.8,6.5,7.8,181,6.0
3691,KIA,RIO,COMPACT,1.6,4,M,X,8.8,6.6,7.8,181,6.0
3692,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS,X,9.9,7.6,8.9,210,6.0
3693,KIA,SEDONA SXL,MINIVAN,3.3,6,AS,X,14.1,10.5,12.5,296,6.0
3694,KIA,SORENTO,SUV - SMALL,2.4,4,AS,X,11.2,8.3,9.9,234,6.0
3695,KIA,SORENTO AWD,SUV - SMALL,2.0,4,AS,X,12.3,9.4,11.0,259,6.0
3696,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS,X,11.5,9.3,10.5,246,6.0
3697,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS,X,14.0,10.1,12.2,289,6.0
3698,KIA,SORENTO AWD FE,SUV - SMALL,3.3,6,AS,X,13.2,9.3,11.4,270,6.0
3699,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS,X,9.4,7.8,8.7,205,6.0
3700,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M,X,9.7,7.8,8.8,208,6.0
3701,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS,X,9.5,7.8,8.7,206,6.0
3702,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,AM,X,9.1,7.7,8.5,199,7.0
3703,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS,X,10.4,8.0,9.3,220,6.0
3704,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS,X,11.9,10.2,11.1,263,6.0
3705,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS,X,11.3,9.5,10.5,247,6.0
3710,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4,AS,Z,12.0,9.2,10.7,252,9.0
3711,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS,Z,11.3,8.0,9.8,231,9.0
3712,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4,AS,Z,12.0,8.5,10.4,243,9.0
3713,LEXUS,ES 350,MID-SIZE,3.5,6,AS,X,11.4,7.7,9.7,226,6.0
3714,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS,Z,12.4,9.2,11.0,257,6.0
3715,LEXUS,GS 450h,MID-SIZE,3.5,6,AV,Z,8.0,6.9,7.5,176,8.0
3716,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS,Z,16.0,12.9,14.6,341,6.0
3717,LEXUS,IS 200t,COMPACT,2.0,4,AS,Z,10.6,7.3,9.1,214,8.0
3718,LEXUS,IS 300 AWD,COMPACT,3.5,6,AS,Z,12.6,9.2,11.0,258,6.0
3719,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS,Z,12.6,9.2,11.0,258,6.0
3720,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS,Z,15.1,10.3,12.9,303,8.0
3721,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS,Z,15.1,10.3,12.9,303,8.0
3722,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS,Z,18.2,13.0,15.8,372,8.0
3723,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS,Z,10.7,8.5,9.7,226,6.0
3724,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS,Z,10.8,8.9,9.9,232,6.0
3725,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV,X,7.2,7.9,7.5,176,6.0
3726,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS,Z,12.6,9.2,11.0,258,6.0
3727,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS,Z,12.6,9.2,11.0,258,6.0
3728,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS,X,12.2,9.0,10.8,252,8.0
3729,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV,Z,7.5,8.4,7.9,185,6.0
3730,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS,X,14.0,9.5,12.0,281,6.0
3731,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS,X,14.4,9.7,12.3,288,6.0
3732,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS,X,14.3,9.7,12.2,287,6.0
3733,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS,X,12.3,9.3,10.9,256,6.0
3734,LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS,X,12.1,9.3,10.8,254,6.0
3735,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS,X,13.1,9.4,11.4,268,6.0
3736,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS,X,15.7,11.2,13.7,321,6.0
3737,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS,X,14.1,9.8,12.1,284,6.0
3738,LINCOLN,MKZ,MID-SIZE,2.0,4,AS,X,11.2,7.6,9.8,230,6.0
3739,LINCOLN,MKZ,MID-SIZE,3.0,6,AS,X,13.4,8.7,11.2,264,6.0
3740,LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS,X,11.8,8.4,10.2,239,6.0
3741,LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS,X,14.0,9.2,11.8,278,6.0
3742,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,5.7,6.2,5.9,139,
3743,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS,X,15.9,12.0,14.2,333,6.0
3744,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS,X,16.1,12.4,14.5,339,6.0
3745,MASERATI,GHIBLI,MID-SIZE,3.0,6,AS,Z,14.1,9.8,12.4,286,8.0
3746,MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS,Z,14.7,10.0,12.4,293,8.0
3747,MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6,AS,Z,14.7,9.9,12.6,295,8.0
3748,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS,Z,18.2,11.4,15.1,355,6.0
3749,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS,Z,18.2,11.6,15.2,358,6.0
3750,MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS,Z,16.8,11.9,14.7,340,8.0
3751,MASERATI,LEVANTE S,SUV - STANDARD,3.0,6,AS,Z,16.8,12.4,14.7,346,8.0
3752,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS,Z,16.1,10.8,13.8,321,8.0
3753,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS,Z,14.9,10.3,13.1,300,8.0
3754,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS,Z,15.0,10.3,13.1,301,8.0
3755,MAZDA,CX-3,COMPACT,2.0,4,AS,X,8.2,6.9,7.6,179,6.0
3756,MAZDA,CX-3 4WD,COMPACT,2.0,4,AS,X,8.8,7.5,8.2,192,6.0
3757,MAZDA,CX-5,SUV - SMALL,2.0,4,M,X,9.4,7.4,8.5,199,6.0
3758,MAZDA,CX-5,SUV - SMALL,2.5,4,AS,X,9.8,7.7,8.6,204,6.0
3759,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS,X,10.2,8.3,9.2,221,6.0
3760,MAZDA,CX-9,SUV - SMALL,2.5,4,AS,X,10.6,8.4,9.6,225,6.0
3761,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS,X,11.5,8.9,10.4,242,6.0
3762,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS,X,8.4,6.4,7.5,176,6.0
3763,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M,X,8.5,6.2,7.5,175,6.0
3764,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M,X,8.5,6.2,7.5,175,6.0
3765,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS,X,8.8,6.6,7.8,182,6.0
3766,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS,X,8.5,6.4,7.6,176,6.0
3767,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M,X,9.3,6.9,8.2,194,6.0
3768,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS,X,8.4,6.4,7.5,174,6.0
3769,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M,X,8.6,6.4,7.6,178,6.0
3770,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS,X,9.0,6.7,7.8,183,6.0
3771,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.7,6.6,7.8,181,6.0
3772,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M,X,9.6,7.0,8.4,198,6.0
3773,MAZDA,MAZDA5,MINIVAN,2.5,4,AS,X,10.8,8.2,9.6,226,5.0
3774,MAZDA,MAZDA5,MINIVAN,2.5,4,M,X,11.1,8.3,9.8,230,6.0
3775,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS,X,9.1,6.7,8.0,187,6.0
3776,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.9,6.7,7.9,186,6.0
3777,MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M,X,9.8,6.9,8.4,196,6.0
3778,MAZDA,MX-5,TWO-SEATER,2.0,4,AS,Z,9.0,6.7,8.0,187,6.0
3779,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M,Z,8.9,7.1,8.1,190,6.0
3780,MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,AS,Z,13.4,9.6,11.7,273,7.0
3781,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,AS,Z,14.0,10.1,12.2,291,7.0
3782,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,AS,Z,13.8,10.1,12.1,285,7.0
3783,MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,AS,Z,13.4,9.6,11.7,273,7.0
3784,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,AS,Z,14.0,10.1,12.2,291,7.0
3785,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,AS,Z,13.8,10.1,12.1,285,7.0
3786,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS,Z,10.7,7.6,9.3,221,7.0
3789,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4,AS,Z,11.3,8.5,10.0,233,7.0
3790,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A,Z,17.4,11.1,14.6,353,9.0
3791,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A,Z,13.6,10.1,12.0,281,9.0
3792,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A,Z,13.6,10.2,12.0,281,9.0
3793,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS,Z,17.3,13.5,15.6,363,7.0
3794,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS,Z,17.2,12.8,15.2,363,7.0
3795,MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS,Z,18.2,14.0,16.3,369,7.0
3796,MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AS,Z,14.5,10.8,12.8,303,7.0
3797,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AS,Z,14.5,10.8,12.8,303,7.0
3798,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS,Z,15.7,10.1,13.2,313,7.0
3799,MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS,Z,16.4,10.6,13.8,322,7.0
3800,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS,Z,15.3,10.2,13.0,305,7.0
3801,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS,Z,17.6,10.9,14.6,349,7.0
3802,MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6.0,12,AS,Z,17.1,11.0,14.3,348,7.0
3803,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS,Z,18.7,11.6,15.5,365,7.0
3804,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS,Z,17.6,10.8,14.5,340,7.0
3805,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6,A,Z,11.6,8.2,10.1,234,9.0
3806,MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,AS,Z,9.7,6.6,8.3,179,7.0
3807,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A,Z,10.8,8.0,9.5,222,9.0
3808,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4,AS,Z,10.4,8.0,9.3,218,7.0
3809,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS,Z,9.6,6.4,8.1,190,7.0
3810,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,A,Z,13.6,9.4,11.7,275,9.0
3811,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4,A,Z,10.8,8.1,9.5,246,9.0
3812,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,A,Z,11.8,8.6,10.4,245,9.0
3813,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,A,Z,12.4,9.3,11.0,259,9.0
3814,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,AS,Z,11.8,8.4,10.2,239,7.0
3815,MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,AS,Z,19.0,16.6,17.9,401,7.0
3816,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,Z,10.3,7.6,9.1,212,7.0
3817,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,E,13.6,10.0,12.0,128,7.0
3818,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A,Z,11.1,8.5,10.0,233,9.0
3819,MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A,Z,13.1,10.1,11.7,276,9.0
3820,MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A,Z,15.3,11.3,13.5,318,9.0
3821,MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A,Z,14.4,11.4,13.0,306,9.0
3822,MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A,Z,16.7,12.9,15.0,347,9.0
3823,MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS,Z,18.2,11.0,15.0,359,7.0
3824,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS,Z,11.1,9.1,10.2,240,7.0
3825,MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4,AS,Z,11.5,9.3,10.5,248,7.0
3826,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,A,Z,14.3,9.2,12.0,280,9.0
3827,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,A,Z,14.3,9.2,12.0,280,9.0
3828,MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,A,Z,13.9,9.3,11.8,276,9.0
3829,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,A,Z,14.1,9.3,11.9,278,9.0
3830,MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS,Z,17.5,10.8,14.5,350,7.0
3831,MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A,Z,11.5,8.4,10.1,237,9.0
3832,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A,Z,13.6,9.5,11.7,275,9.0
3833,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A,Z,9.5,7.2,8.5,200,9.0
3834,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,184,6.0
3835,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M,Z,8.5,6.2,7.5,175,6.0
3836,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,184,6.0
3837,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M,Z,8.5,6.3,7.5,175,6.0
3838,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,AS,Z,9.5,7.2,8.4,197,6.0
3839,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M,Z,9.6,7.0,8.4,197,6.0
3840,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,AS,Z,10.2,7.8,9.1,213,8.0
3841,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M,Z,10.6,7.4,9.1,214,6.0
3842,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS,Z,8.8,6.8,7.9,184,6.0
3843,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M,Z,8.5,6.3,7.5,175,6.0
3844,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,AS,Z,9.5,7.2,8.4,197,6.0
3845,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,M,Z,9.6,7.0,8.4,197,6.0
3846,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,AS,Z,10.3,7.9,9.2,215,8.0
3847,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,M,Z,10.6,7.4,9.1,214,6.0
3848,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,196,6.0
3849,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6.0
3850,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,196,6.0
3851,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6.0
3852,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS,Z,10.0,7.2,8.7,205,8.0
3853,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,M,Z,10.8,7.7,9.4,220,6.0
3854,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,AS,Z,10.2,7.4,9.0,210,8.0
3855,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,M,Z,11.4,7.8,9.7,227,6.0
3856,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS,Z,9.4,7.2,8.4,196,6.0
3857,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6.0
3858,MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,AS,Z,10.5,7.4,9.1,213,8.0
3859,MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,M,Z,11.3,7.7,9.7,227,6.0
3860,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.3,7.2,8.3,196,6.0
3861,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.2,7.3,8.9,210,6.0
3862,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,AS,Z,10.2,7.4,9.0,210,8.0
3863,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,M,Z,11.4,7.8,9.7,227,6.0
3864,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,AS,Z,9.4,7.2,8.4,196,6.0
3865,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,M,Z,10.8,7.7,9.4,220,6.0
3866,MITSUBISHI,LANCER,COMPACT,2.0,4,AV,X,8.7,6.9,7.9,183,6.0
3867,MITSUBISHI,LANCER,COMPACT,2.0,4,M,X,9.7,7.1,8.5,200,5.0
3868,MITSUBISHI,LANCER,COMPACT,2.4,4,AV,X,9.9,7.7,8.9,206,6.0
3869,MITSUBISHI,LANCER,COMPACT,2.4,4,M,X,10.5,7.8,9.3,218,5.0
3870,MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV,X,10.2,7.9,9.2,212,6.0
3871,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV,X,9.3,7.2,8.4,194,6.0
3872,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M,X,9.9,7.3,8.7,205,5.0
3873,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6.0,141,
3874,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M,X,7.1,5.8,6.5,150,5.0
3875,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,149,
3876,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M,X,7.2,5.9,6.6,155,5.0
3877,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV,X,9.2,7.5,8.4,197,6.0
3878,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV,X,9.8,8.1,9.0,211,6.0
3879,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS,Z,11.9,8.5,10.4,242,6.0
3880,MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV,X,9.7,7.8,8.8,204,6.0
3881,MITSUBISHI,RVR,SUV - SMALL,2.0,4,M,X,10.3,8.2,9.3,216,5.0
3882,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV,X,10.1,8.2,9.2,213,6.0
3883,NISSAN,370Z,TWO-SEATER,3.7,6,AS,Z,12.6,9.3,11.1,261,7.0
3884,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS,Z,13.0,9.7,11.5,270,7.0
3885,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.8,6.0,7.5,176,
3886,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.6,7.3,9.1,214,7.0
3887,NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV,X,8.8,6.5,7.8,183,7.0
3888,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS,X,17.5,12.9,15.4,362,7.0
3889,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A,X,13.5,10.5,12.2,286,5.0
3890,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,10.4,11.4,268,5.0
3891,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A,X,14.8,10.6,12.9,304,5.0
3892,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A,X,15.8,11.5,13.8,326,5.0
